source,target,year,weight
315,339,2013,2
315,339,2014,1
315,423,2000,1
315,423,2001,0
315,423,2002,0
315,423,2003,0
315,423,2004,0
315,423,2005,0
315,423,2006,0
315,423,2007,0
315,423,2008,1
315,423,2009,0
315,423,2010,1
315,423,2011,1
315,423,2012,0
315,423,2013,1
315,423,2014,0
315,424,2000,2
315,424,2001,2
315,424,2002,1
315,424,2003,0
315,424,2004,0
315,424,2005,1
315,424,2006,3
315,424,2007,1
315,424,2008,2
315,424,2009,2
315,424,2010,1
315,424,2011,1
315,424,2012,1
315,424,2013,1
315,424,2014,0
315,448,2000,1
315,448,2001,1
315,448,2002,2
315,448,2003,2
315,448,2004,3
315,448,2005,5
315,448,2006,2
315,448,2007,3
315,448,2008,1
315,448,2009,2
315,448,2010,3
315,448,2011,1
315,448,2012,1
315,448,2013,0
315,448,2014,3
315,451,2000,0
315,451,2001,0
315,451,2002,0
315,451,2003,0
315,451,2004,0
315,451,2005,1
315,451,2006,0
315,451,2007,0
315,451,2008,0
315,451,2009,0
315,451,2010,0
315,451,2011,0
315,451,2012,0
315,451,2013,0
315,451,2014,0
315,453,2000,0
315,453,2001,1
315,453,2002,1
315,453,2003,0
315,453,2004,0
315,453,2005,0
315,453,2006,1
315,453,2007,1
315,453,2008,0
315,453,2009,0
315,453,2010,0
315,453,2011,0
315,453,2012,0
315,453,2013,0
315,453,2014,0
315,454,2000,0
315,454,2001,0
315,454,2002,0
315,454,2003,0
315,454,2004,1
315,454,2005,0
315,454,2006,0
315,454,2007,0
315,454,2008,0
315,454,2009,0
315,454,2010,0
315,454,2011,0
315,454,2012,0
315,454,2013,0
315,454,2014,0
315,493,2000,0
315,493,2001,0
315,493,2002,0
315,493,2003,0
315,493,2004,0
315,493,2005,0
315,493,2006,0
315,493,2007,1
315,493,2008,0
315,493,2009,0
315,493,2010,0
315,493,2011,0
315,493,2012,0
315,493,2013,0
315,493,2014,0
315,511,2000,0
315,511,2001,0
315,511,2002,0
315,511,2003,0
315,511,2004,0
315,511,2005,0
315,511,2006,0
315,511,2007,0
315,511,2008,0
315,511,2009,2
315,511,2010,0
315,511,2011,0
315,511,2012,1
315,511,2013,3
315,511,2014,1
315,512,2000,0
315,512,2001,0
315,512,2002,1
315,512,2003,0
315,512,2004,0
315,512,2005,0
315,512,2006,0
315,512,2007,0
315,512,2008,0
315,512,2009,0
315,512,2010,0
315,512,2011,0
315,512,2012,0
315,512,2013,0
315,512,2014,0
315,517,2000,0
315,517,2001,0
315,517,2002,2
315,517,2003,0
315,517,2004,0
315,517,2005,0
315,517,2006,0
315,517,2007,0
315,517,2008,0
315,517,2009,0
315,517,2010,0
315,517,2011,0
315,517,2012,0
315,517,2013,0
315,517,2014,0
315,518,2000,0
315,518,2001,0
315,518,2002,0
315,518,2003,0
315,518,2004,0
315,518,2005,0
315,518,2006,0
315,518,2007,0
315,518,2008,0
315,518,2009,0
315,518,2010,2
315,518,2011,0
315,518,2012,0
315,518,2013,0
315,518,2014,0
315,519,2000,0
315,519,2001,0
315,519,2002,0
315,519,2003,0
315,519,2004,0
315,519,2005,0
315,519,2006,0
315,519,2007,0
315,519,2008,0
315,519,2009,0
315,519,2010,0
315,519,2011,1
315,519,2012,0
315,519,2013,1
315,519,2014,1
315,523,2000,0
315,523,2001,0
315,523,2002,0
315,523,2003,0
315,523,2004,0
315,523,2005,0
315,523,2006,0
315,523,2007,1
315,523,2008,0
315,523,2009,0
315,523,2010,0
315,523,2011,0
315,523,2012,1
315,523,2013,2
315,523,2014,0
315,525,2000,0
315,525,2001,0
315,525,2002,0
315,525,2003,0
315,525,2004,0
315,525,2005,0
315,525,2006,0
315,525,2007,0
315,525,2008,0
315,525,2009,0
315,525,2010,0
315,525,2011,0
315,525,2012,0
315,525,2013,0
315,525,2014,1
315,531,2000,0
315,531,2001,0
315,531,2002,0
315,531,2003,0
315,531,2004,0
315,531,2005,0
315,531,2006,0
315,531,2007,0
315,531,2008,0
315,531,2009,0
315,531,2010,1
315,531,2011,0
315,531,2012,0
315,531,2013,0
315,531,2014,0
315,541,2000,0
315,541,2001,1
315,541,2002,0
315,541,2003,1
315,541,2004,1
315,541,2005,1
315,541,2006,0
315,541,2007,0
315,541,2008,2
315,541,2009,2
315,541,2010,1
315,541,2011,0
315,541,2012,0
315,541,2013,0
315,541,2014,2
315,561,2000,0
315,561,2001,1
315,561,2002,0
315,561,2003,0
315,561,2004,0
315,561,2005,0
315,561,2006,0
315,561,2007,1
315,561,2008,0
315,561,2009,0
315,561,2010,0
315,561,2011,0
315,561,2012,0
315,561,2013,0
315,561,2014,1
315,562,2000,0
315,562,2001,0
315,562,2002,0
315,562,2003,0
315,562,2004,0
315,562,2005,0
315,562,2006,0
315,562,2007,0
315,562,2008,0
315,562,2009,1
315,562,2010,0
315,562,2011,0
315,562,2012,0
315,562,2013,0
315,562,2014,0
315,611,2000,0
315,611,2001,0
315,611,2002,0
315,611,2003,0
315,611,2004,0
315,611,2005,0
315,611,2006,1
315,611,2007,0
315,611,2008,0
315,611,2009,0
315,611,2010,0
315,611,2011,0
315,611,2012,0
315,611,2013,0
315,611,2014,0
315,621,2000,0
315,621,2001,0
315,621,2002,0
315,621,2003,0
315,621,2004,1
315,621,2005,0
315,621,2006,0
315,621,2007,0
315,621,2008,0
315,621,2009,0
315,621,2010,0
315,621,2011,0
315,621,2012,0
315,621,2013,1
315,621,2014,0
315,712,2000,0
315,712,2001,0
315,712,2002,0
315,712,2003,0
315,712,2004,0
315,712,2005,1
315,712,2006,0
315,712,2007,0
315,712,2008,0
315,712,2009,0
315,712,2010,0
315,712,2011,1
315,712,2012,0
315,712,2013,1
315,712,2014,0
315,721,2000,0
315,721,2001,0
315,721,2002,0
315,721,2003,0
315,721,2004,0
315,721,2005,0
315,721,2006,0
315,721,2007,0
315,721,2008,0
315,721,2009,1
315,721,2010,0
315,721,2011,0
315,721,2012,0
315,721,2013,0
315,721,2014,0
315,812,2000,0
315,812,2001,0
315,812,2002,2
315,812,2003,0
315,812,2004,0
315,812,2005,0
315,812,2006,1
315,812,2007,0
315,812,2008,0
315,812,2009,0
315,812,2010,0
315,812,2011,0
315,812,2012,0
315,812,2013,0
315,812,2014,0
316,115,2000,1
316,115,2001,0
316,115,2002,0
316,115,2003,0
316,115,2004,0
316,115,2005,0
316,115,2006,0
316,115,2007,0
316,115,2008,0
316,115,2009,0
316,115,2010,0
316,115,2011,0
316,115,2012,0
316,115,2013,0
316,115,2014,0
316,212,2000,0
316,212,2001,0
316,212,2002,0
316,212,2003,0
316,212,2004,0
316,212,2005,0
316,212,2006,0
316,212,2007,0
316,212,2008,0
316,212,2009,0
316,212,2010,1
316,212,2011,0
316,212,2012,0
316,212,2013,0
316,212,2014,0
316,221,2000,0
316,221,2001,0
316,221,2002,0
316,221,2003,0
316,221,2004,0
316,221,2005,0
316,221,2006,0
316,221,2007,0
316,221,2008,0
316,221,2009,0
316,221,2010,0
316,221,2011,1
316,221,2012,0
316,221,2013,0
316,221,2014,0
316,311,2000,0
316,311,2001,0
316,311,2002,0
316,311,2003,0
316,311,2004,0
316,311,2005,0
316,311,2006,0
316,311,2007,0
316,311,2008,0
316,311,2009,0
316,311,2010,0
316,311,2011,0
316,311,2012,0
316,311,2013,1
316,311,2014,0
316,314,2000,0
316,314,2001,0
316,314,2002,0
316,314,2003,0
316,314,2004,0
316,314,2005,1
316,314,2006,1
316,314,2007,1
316,314,2008,0
316,314,2009,0
316,314,2010,0
316,314,2011,0
316,314,2012,0
316,314,2013,0
316,314,2014,0
316,315,2000,0
316,315,2001,0
316,315,2002,0
316,315,2003,2
316,315,2004,1
316,315,2005,3
316,315,2006,3
316,315,2007,3
316,315,2008,1
316,315,2009,2
316,315,2010,2
316,315,2011,3
316,315,2012,1
316,315,2013,2
316,315,2014,1
316,316,2000,6
316,316,2001,4
316,316,2002,3
316,316,2003,5
316,316,2004,6
316,316,2005,4
316,316,2006,8
316,316,2007,7
316,316,2008,7
316,316,2009,4
316,316,2010,5
316,316,2011,6
316,316,2012,3
316,316,2013,4
316,316,2014,5
316,321,2000,0
316,321,2001,0
316,321,2002,0
316,321,2003,0
316,321,2004,0
316,321,2005,0
316,321,2006,0
316,321,2007,0
316,321,2008,1
316,321,2009,0
316,321,2010,0
316,321,2011,1
316,321,2012,0
316,321,2013,0
316,321,2014,0
316,326,2000,0
316,326,2001,0
316,326,2002,0
316,326,2003,0
316,326,2004,0
316,326,2005,1
316,326,2006,1
316,326,2007,0
316,326,2008,0
316,326,2009,0
316,326,2010,0
316,326,2011,1
316,326,2012,0
316,326,2013,0
316,326,2014,0
316,333,2000,0
316,333,2001,0
316,333,2002,0
316,333,2003,0
316,333,2004,0
316,333,2005,0
316,333,2006,0
316,333,2007,0
316,333,2008,0
316,333,2009,0
316,333,2010,0
316,333,2011,1
316,333,2012,0
316,333,2013,0
316,333,2014,0
316,334,2000,0
316,334,2001,0
316,334,2002,0
316,334,2003,0
316,334,2004,0
316,334,2005,0
316,334,2006,1
316,334,2007,0
316,334,2008,0
316,334,2009,0
316,334,2010,0
316,334,2011,0
316,334,2012,0
316,334,2013,0
316,334,2014,0
316,339,2000,0
316,339,2001,0
316,339,2002,1
316,339,2003,1
316,339,2004,1
316,339,2005,0
316,339,2006,4
316,339,2007,1
316,339,2008,1
316,339,2009,1
316,339,2010,0
316,339,2011,0
316,339,2012,0
316,339,2013,1
316,339,2014,2
316,423,2000,0
316,423,2001,1
316,423,2002,0
316,423,2003,0
316,423,2004,0
316,423,2005,0
316,423,2006,1
316,423,2007,0
316,423,2008,1
316,423,2009,1
316,423,2010,0
316,423,2011,0
316,423,2012,0
316,423,2013,0
316,423,2014,1
316,424,2000,1
316,424,2001,0
316,424,2002,1
316,424,2003,1
316,424,2004,0
316,424,2005,1
316,424,2006,0
316,424,2007,0
316,424,2008,0
316,424,2009,1
316,424,2010,0
316,424,2011,0
316,424,2012,2
316,424,2013,0
316,424,2014,0
316,446,2000,0
316,446,2001,0
316,446,2002,0
316,446,2003,0
316,446,2004,0
316,446,2005,0
316,446,2006,1
316,446,2007,0
316,446,2008,0
316,446,2009,0
316,446,2010,0
316,446,2011,0
316,446,2012,0
316,446,2013,0
316,446,2014,0
316,448,2000,1
316,448,2001,1
316,448,2002,2
316,448,2003,0
316,448,2004,0
316,448,2005,0
316,448,2006,1
316,448,2007,0
316,448,2008,0
316,448,2009,1
316,448,2010,1
316,448,2011,1
316,448,2012,0
316,448,2013,0
316,448,2014,0
316,451,2000,0
316,451,2001,1
316,451,2002,0
316,451,2003,0
316,451,2004,1
316,451,2005,0
316,451,2006,0
316,451,2007,0
316,451,2008,0
316,451,2009,0
316,451,2010,0
316,451,2011,0
316,451,2012,0
316,451,2013,0
316,451,2014,0
316,453,2000,1
316,453,2001,0
316,453,2002,0
316,453,2003,0
316,453,2004,0
316,453,2005,0
316,453,2006,0
316,453,2007,0
316,453,2008,0
316,453,2009,0
316,453,2010,0
316,453,2011,0
316,453,2012,0
316,453,2013,0
316,453,2014,0
316,523,2000,1
316,523,2001,0
316,523,2002,0
316,523,2003,0
316,523,2004,0
316,523,2005,0
316,523,2006,0
316,523,2007,0
316,523,2008,0
316,523,2009,0
316,523,2010,0
316,523,2011,0
316,523,2012,0
316,523,2013,1
316,523,2014,0
316,533,2000,0
316,533,2001,0
316,533,2002,0
316,533,2003,0
316,533,2004,0
316,533,2005,0
316,533,2006,0
316,533,2007,1
316,533,2008,0
316,533,2009,0
316,533,2010,0
316,533,2011,0
316,533,2012,0
316,533,2013,0
316,533,2014,0
316,541,2000,0
316,541,2001,0
316,541,2002,0
316,541,2003,0
316,541,2004,0
316,541,2005,0
316,541,2006,1
316,541,2007,0
316,541,2008,0
316,541,2009,0
316,541,2010,0
316,541,2011,0
316,541,2012,0
316,541,2013,0
316,541,2014,3
321,113,2000,0
321,113,2001,0
321,113,2002,0
321,113,2003,0
321,113,2004,0
321,113,2005,0
321,113,2006,1
321,113,2007,1
321,113,2008,0
321,113,2009,0
321,113,2010,0
321,113,2011,0
321,113,2012,0
321,113,2013,0
321,113,2014,0
321,212,2000,0
321,212,2001,0
321,212,2002,1
321,212,2003,0
321,212,2004,0
321,212,2005,1
321,212,2006,1
321,212,2007,0
321,212,2008,0
321,212,2009,0
321,212,2010,0
321,212,2011,0
321,212,2012,0
321,212,2013,0
321,212,2014,0
321,213,2000,0
321,213,2001,0
321,213,2002,0
321,213,2003,0
321,213,2004,0
321,213,2005,0
321,213,2006,1
321,213,2007,0
321,213,2008,0
321,213,2009,0
321,213,2010,0
321,213,2011,0
321,213,2012,0
321,213,2013,0
321,213,2014,0
321,221,2000,0
321,221,2001,0
321,221,2002,0
321,221,2003,0
321,221,2004,1
321,221,2005,0
321,221,2006,0
321,221,2007,0
321,221,2008,0
321,221,2009,0
321,221,2010,0
321,221,2011,0
321,221,2012,0
321,221,2013,0
321,221,2014,0
321,236,2000,0
321,236,2001,0
321,236,2002,0
321,236,2003,0
321,236,2004,2
321,236,2005,3
321,236,2006,1
321,236,2007,0
321,236,2008,0
321,236,2009,0
321,236,2010,1
321,236,2011,0
321,236,2012,0
321,236,2013,0
321,236,2014,0
321,238,2000,1
321,238,2001,0
321,238,2002,0
321,238,2003,0
321,238,2004,0
321,238,2005,0
321,238,2006,0
321,238,2007,1
321,238,2008,0
321,238,2009,0
321,238,2010,0
321,238,2011,0
321,238,2012,0
321,238,2013,0
321,238,2014,1
321,311,2000,0
321,311,2001,0
321,311,2002,0
321,311,2003,0
321,311,2004,0
321,311,2005,0
321,311,2006,0
321,311,2007,0
321,311,2008,0
321,311,2009,0
321,311,2010,0
321,311,2011,1
321,311,2012,0
321,311,2013,0
321,311,2014,0
321,313,2000,1
321,313,2001,0
321,313,2002,0
321,313,2003,0
321,313,2004,0
321,313,2005,0
321,313,2006,0
321,313,2007,0
321,313,2008,0
321,313,2009,0
321,313,2010,0
321,313,2011,0
321,313,2012,0
321,313,2013,0
321,313,2014,0
321,314,2000,0
321,314,2001,0
321,314,2002,1
321,314,2003,0
321,314,2004,0
321,314,2005,0
321,314,2006,0
321,314,2007,0
321,314,2008,0
321,314,2009,0
321,314,2010,0
321,314,2011,0
321,314,2012,0
321,314,2013,0
321,314,2014,0
321,321,2000,4
321,321,2001,3
321,321,2002,5
321,321,2003,9
321,321,2004,14
321,321,2005,9
321,321,2006,11
321,321,2007,9
321,321,2008,10
321,321,2009,5
321,321,2010,13
321,321,2011,6
321,321,2012,13
321,321,2013,2
321,321,2014,17
321,322,2000,1
321,322,2001,4
321,322,2002,1
321,322,2003,1
321,322,2004,1
321,322,2005,3
321,322,2006,1
321,322,2007,2
321,322,2008,0
321,322,2009,0
321,322,2010,1
321,322,2011,0
321,322,2012,3
321,322,2013,1
321,322,2014,0
321,324,2000,1
321,324,2001,0
321,324,2002,0
321,324,2003,0
321,324,2004,0
321,324,2005,0
321,324,2006,1
321,324,2007,0
321,324,2008,0
321,324,2009,0
321,324,2010,0
321,324,2011,0
321,324,2012,0
321,324,2013,0
321,324,2014,0
321,325,2000,3
321,325,2001,1
321,325,2002,0
321,325,2003,0
321,325,2004,0
321,325,2005,0
321,325,2006,2
321,325,2007,0
321,325,2008,0
321,325,2009,1
321,325,2010,0
321,325,2011,1
321,325,2012,0
321,325,2013,0
321,325,2014,1
321,326,2000,1
321,326,2001,1
321,326,2002,3
321,326,2003,1
321,326,2004,0
321,326,2005,0
321,326,2006,1
321,326,2007,0
321,326,2008,2
321,326,2009,0
321,326,2010,0
321,326,2011,0
321,326,2012,0
321,326,2013,0
321,326,2014,1
321,327,2000,1
321,327,2001,0
321,327,2002,1
321,327,2003,0
321,327,2004,0
321,327,2005,0
321,327,2006,1
321,327,2007,2
321,327,2008,0
321,327,2009,0
321,327,2010,0
321,327,2011,0
321,327,2012,1
321,327,2013,1
321,327,2014,1
321,331,2000,0
321,331,2001,0
321,331,2002,0
321,331,2003,0
321,331,2004,0
321,331,2005,1
321,331,2006,0
321,331,2007,0
321,331,2008,0
321,331,2009,0
321,331,2010,1
321,331,2011,0
321,331,2012,0
321,331,2013,0
321,331,2014,1
321,332,2000,0
321,332,2001,2
321,332,2002,4
321,332,2003,1
321,332,2004,1
321,332,2005,0
321,332,2006,2
321,332,2007,2
321,332,2008,2
321,332,2009,1
321,332,2010,0
321,332,2011,1
321,332,2012,0
321,332,2013,2
321,332,2014,0
321,333,2000,0
321,333,2001,0
321,333,2002,0
321,333,2003,0
321,333,2004,0
321,333,2005,0
321,333,2006,0
321,333,2007,0
321,333,2008,0
321,333,2009,0
321,333,2010,0
321,333,2011,0
321,333,2012,0
321,333,2013,1
321,333,2014,1
321,334,2000,0
321,334,2001,0
321,334,2002,1
321,334,2003,0
321,334,2004,0
321,334,2005,0
321,334,2006,0
321,334,2007,0
321,334,2008,0
321,334,2009,0
321,334,2010,0
321,334,2011,0
321,334,2012,0
321,334,2013,0
321,334,2014,0
321,335,2000,0
321,335,2001,0
321,335,2002,0
321,335,2003,0
321,335,2004,0
321,335,2005,0
321,335,2006,0
321,335,2007,0
321,335,2008,0
321,335,2009,0
321,335,2010,0
321,335,2011,0
321,335,2012,1
321,335,2013,1
321,335,2014,1
321,336,2000,0
321,336,2001,0
321,336,2002,0
321,336,2003,0
321,336,2004,0
321,336,2005,0
321,336,2006,0
321,336,2007,0
321,336,2008,0
321,336,2009,1
321,336,2010,1
321,336,2011,0
321,336,2012,0
321,336,2013,0
321,336,2014,1
321,337,2000,1
321,337,2001,2
321,337,2002,0
321,337,2003,0
321,337,2004,0
321,337,2005,0
321,337,2006,1
321,337,2007,1
321,337,2008,0
321,337,2009,0
321,337,2010,0
321,337,2011,2
321,337,2012,2
321,337,2013,2
321,337,2014,1
321,339,2000,0
321,339,2001,0
321,339,2002,0
321,339,2003,0
321,339,2004,1
321,339,2005,0
321,339,2006,0
321,339,2007,0
321,339,2008,0
321,339,2009,0
321,339,2010,0
321,339,2011,1
321,339,2012,1
321,339,2013,0
321,339,2014,0
321,423,2000,0
321,423,2001,0
321,423,2002,3
321,423,2003,1
321,423,2004,1
321,423,2005,0
321,423,2006,3
321,423,2007,2
321,423,2008,0
321,423,2009,1
321,423,2010,1
321,423,2011,0
321,423,2012,0
321,423,2013,1
321,423,2014,3
321,424,2000,1
321,424,2001,0
321,424,2002,0
321,424,2003,0
321,424,2004,0
321,424,2005,0
321,424,2006,0
321,424,2007,0
321,424,2008,0
321,424,2009,0
321,424,2010,0
321,424,2011,0
321,424,2012,0
321,424,2013,0
321,424,2014,0
321,442,2000,0
321,442,2001,0
321,442,2002,1
321,442,2003,0
321,442,2004,0
321,442,2005,0
321,442,2006,0
321,442,2007,0
321,442,2008,0
321,442,2009,0
321,442,2010,0
321,442,2011,0
321,442,2012,0
321,442,2013,0
321,442,2014,0
321,444,2000,5
321,444,2001,0
321,444,2002,1
321,444,2003,0
321,444,2004,0
321,444,2005,0
321,444,2006,2
321,444,2007,1
321,444,2008,0
321,444,2009,0
321,444,2010,0
321,444,2011,0
321,444,2012,0
321,444,2013,0
321,444,2014,2
321,446,2000,0
321,446,2001,0
321,446,2002,0
321,446,2003,0
321,446,2004,0
321,446,2005,0
321,446,2006,0
321,446,2007,0
321,446,2008,0
321,446,2009,1
321,446,2010,0
321,446,2011,0
321,446,2012,0
321,446,2013,0
321,446,2014,0
321,452,2000,0
321,452,2001,0
321,452,2002,0
321,452,2003,0
321,452,2004,1
321,452,2005,0
321,452,2006,0
321,452,2007,0
321,452,2008,0
321,452,2009,0
321,452,2010,0
321,452,2011,0
321,452,2012,0
321,452,2013,0
321,452,2014,0
321,484,2000,0
321,484,2001,0
321,484,2002,0
321,484,2003,0
321,484,2004,0
321,484,2005,0
321,484,2006,0
321,484,2007,0
321,484,2008,0
321,484,2009,0
321,484,2010,0
321,484,2011,0
321,484,2012,0
321,484,2013,0
321,484,2014,1
321,488,2000,0
321,488,2001,0
321,488,2002,0
321,488,2003,0
321,488,2004,0
321,488,2005,1
321,488,2006,0
321,488,2007,0
321,488,2008,0
321,488,2009,0
321,488,2010,0
321,488,2011,0
321,488,2012,0
321,488,2013,0
321,488,2014,1
321,511,2000,0
321,511,2001,0
321,511,2002,1
321,511,2003,0
321,511,2004,0
321,511,2005,0
321,511,2006,0
321,511,2007,0
321,511,2008,0
321,511,2009,0
321,511,2010,0
321,511,2011,0
321,511,2012,0
321,511,2013,0
321,511,2014,0
321,517,2000,0
321,517,2001,0
321,517,2002,1
321,517,2003,2
321,517,2004,1
321,517,2005,0
321,517,2006,0
321,517,2007,0
321,517,2008,0
321,517,2009,0
321,517,2010,0
321,517,2011,0
321,517,2012,0
321,517,2013,0
321,517,2014,0
321,522,2000,0
321,522,2001,0
321,522,2002,1
321,522,2003,0
321,522,2004,0
321,522,2005,0
321,522,2006,0
321,522,2007,0
321,522,2008,0
321,522,2009,0
321,522,2010,0
321,522,2011,0
321,522,2012,0
321,522,2013,0
321,522,2014,0
321,523,2000,0
321,523,2001,0
321,523,2002,0
321,523,2003,0
321,523,2004,0
321,523,2005,0
321,523,2006,0
321,523,2007,0
321,523,2008,0
321,523,2009,1
321,523,2010,0
321,523,2011,0
321,523,2012,1
321,523,2013,0
321,523,2014,0
321,524,2000,0
321,524,2001,0
321,524,2002,0
321,524,2003,1
321,524,2004,0
321,524,2005,0
321,524,2006,0
321,524,2007,0
321,524,2008,0
321,524,2009,0
321,524,2010,0
321,524,2011,0
321,524,2012,0
321,524,2013,0
321,524,2014,0
321,531,2000,0
321,531,2001,0
321,531,2002,0
321,531,2003,0
321,531,2004,0
321,531,2005,0
321,531,2006,0
321,531,2007,1
321,531,2008,0
321,531,2009,0
321,531,2010,0
321,531,2011,0
321,531,2012,0
321,531,2013,0
321,531,2014,0
321,541,2000,0
321,541,2001,0
321,541,2002,0
321,541,2003,0
321,541,2004,0
321,541,2005,0
321,541,2006,0
321,541,2007,0
321,541,2008,0
321,541,2009,0
321,541,2010,0
321,541,2011,1
321,541,2012,0
321,541,2013,0
321,541,2014,0
321,623,2000,0
321,623,2001,0
321,623,2002,0
321,623,2003,1
321,623,2004,0
321,623,2005,0
321,623,2006,0
321,623,2007,0
321,623,2008,0
321,623,2009,0
321,623,2010,0
321,623,2011,0
321,623,2012,0
321,623,2013,0
321,623,2014,0
321,713,2000,0
321,713,2001,0
321,713,2002,0
321,713,2003,0
321,713,2004,0
321,713,2005,0
321,713,2006,0
321,713,2007,0
321,713,2008,0
321,713,2009,0
321,713,2010,1
321,713,2011,0
321,713,2012,0
321,713,2013,2
321,713,2014,0
321,721,2000,0
321,721,2001,0
321,721,2002,0
321,721,2003,0
321,721,2004,0
321,721,2005,0
321,721,2006,1
321,721,2007,0
321,721,2008,0
321,721,2009,0
321,721,2010,0
321,721,2011,0
321,721,2012,0
321,721,2013,0
321,721,2014,0
321,811,2000,0
321,811,2001,0
321,811,2002,0
321,811,2003,0
321,811,2004,0
321,811,2005,0
321,811,2006,0
321,811,2007,0
321,811,2008,0
321,811,2009,0
321,811,2010,0
321,811,2011,0
321,811,2012,0
321,811,2013,0
321,811,2014,1
322,113,2000,0
322,113,2001,1
322,113,2002,0
322,113,2003,0
322,113,2004,0
322,113,2005,0
322,113,2006,1
322,113,2007,0
322,113,2008,0
322,113,2009,0
322,113,2010,0
322,113,2011,0
322,113,2012,0
322,113,2013,0
322,113,2014,0
322,115,2000,0
322,115,2001,1
322,115,2002,0
322,115,2003,0
322,115,2004,0
322,115,2005,0
322,115,2006,0
322,115,2007,0
322,115,2008,0
322,115,2009,0
322,115,2010,0
322,115,2011,0
322,115,2012,0
322,115,2013,0
322,115,2014,0
322,221,2000,1
322,221,2001,0
322,221,2002,0
322,221,2003,0
322,221,2004,0
322,221,2005,0
322,221,2006,0
322,221,2007,0
322,221,2008,0
322,221,2009,0
322,221,2010,0
322,221,2011,0
322,221,2012,0
322,221,2013,0
322,221,2014,1
322,311,2000,1
322,311,2001,0
322,311,2002,0
322,311,2003,0
322,311,2004,0
322,311,2005,0
322,311,2006,0
322,311,2007,0
322,311,2008,0
322,311,2009,0
322,311,2010,0
322,311,2011,0
322,311,2012,0
322,311,2013,0
322,311,2014,0
322,312,2000,0
322,312,2001,0
322,312,2002,0
322,312,2003,0
322,312,2004,0
322,312,2005,0
322,312,2006,0
322,312,2007,0
322,312,2008,0
322,312,2009,0
322,312,2010,0
322,312,2011,0
322,312,2012,0
322,312,2013,1
322,312,2014,0
322,313,2000,1
322,313,2001,1
322,313,2002,0
322,313,2003,0
322,313,2004,2
322,313,2005,0
322,313,2006,0
322,313,2007,0
322,313,2008,1
322,313,2009,1
322,313,2010,1
322,313,2011,0
322,313,2012,0
322,313,2013,0
322,313,2014,2
322,315,2000,0
322,315,2001,0
322,315,2002,0
322,315,2003,0
322,315,2004,0
322,315,2005,0
322,315,2006,0
322,315,2007,0
322,315,2008,0
322,315,2009,0
322,315,2010,0
322,315,2011,0
322,315,2012,0
322,315,2013,0
322,315,2014,1
322,321,2000,0
322,321,2001,0
322,321,2002,0
322,321,2003,0
322,321,2004,1
322,321,2005,1
322,321,2006,0
322,321,2007,0
322,321,2008,1
322,321,2009,0
322,321,2010,0
322,321,2011,1
322,321,2012,0
322,321,2013,0
322,321,2014,0
322,322,2000,25
322,322,2001,27
322,322,2002,15
322,322,2003,19
322,322,2004,14
322,322,2005,19
322,322,2006,25
322,322,2007,24
322,322,2008,19
322,322,2009,14
322,322,2010,8
322,322,2011,23
322,322,2012,13
322,322,2013,12
322,322,2014,27
322,323,2000,6
322,323,2001,5
322,323,2002,2
322,323,2003,2
322,323,2004,0
322,323,2005,2
322,323,2006,1
322,323,2007,1
322,323,2008,0
322,323,2009,0
322,323,2010,0
322,323,2011,0
322,323,2012,2
322,323,2013,2
322,323,2014,5
322,325,2000,2
322,325,2001,3
322,325,2002,6
322,325,2003,3
322,325,2004,0
322,325,2005,1
322,325,2006,1
322,325,2007,2
322,325,2008,2
322,325,2009,0
322,325,2010,0
322,325,2011,1
322,325,2012,0
322,325,2013,2
322,325,2014,1
322,326,2000,3
322,326,2001,2
322,326,2002,3
322,326,2003,3
322,326,2004,1
322,326,2005,2
322,326,2006,3
322,326,2007,2
322,326,2008,3
322,326,2009,5
322,326,2010,2
322,326,2011,3
322,326,2012,3
322,326,2013,4
322,326,2014,2
322,327,2000,0
322,327,2001,0
322,327,2002,0
322,327,2003,0
322,327,2004,0
322,327,2005,0
322,327,2006,1
322,327,2007,1
322,327,2008,0
322,327,2009,0
322,327,2010,0
322,327,2011,1
322,327,2012,0
322,327,2013,1
322,327,2014,0
322,331,2000,0
322,331,2001,1
322,331,2002,0
322,331,2003,0
322,331,2004,0
322,331,2005,0
322,331,2006,0
322,331,2007,1
322,331,2008,0
322,331,2009,0
322,331,2010,0
322,331,2011,0
322,331,2012,0
322,331,2013,1
322,331,2014,0
322,332,2000,2
322,332,2001,1
322,332,2002,0
322,332,2003,0
322,332,2004,0
322,332,2005,0
322,332,2006,0
322,332,2007,3
322,332,2008,2
322,332,2009,0
322,332,2010,0
322,332,2011,0
322,332,2012,0
322,332,2013,0
322,332,2014,0
322,333,2000,1
322,333,2001,0
322,333,2002,0
322,333,2003,0
322,333,2004,0
322,333,2005,0
322,333,2006,4
322,333,2007,0
322,333,2008,1
322,333,2009,1
322,333,2010,2
322,333,2011,0
322,333,2012,1
322,333,2013,4
322,333,2014,3
322,334,2000,1
322,334,2001,1
322,334,2002,0
322,334,2003,0
322,334,2004,0
322,334,2005,0
322,334,2006,1
322,334,2007,0
322,334,2008,1
322,334,2009,1
322,334,2010,2
322,334,2011,0
322,334,2012,1
322,334,2013,3
322,334,2014,1
322,335,2000,0
322,335,2001,1
322,335,2002,0
322,335,2003,0
322,335,2004,0
322,335,2005,0
322,335,2006,0
